,,,Swallow,,,,--,--,10PP,,Tailwind,,,,--,--,15PP᠋,,Psybeam,,,,65,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gastro Acid,,,,--,100%,10PP,,Protect,,,,--,--,10PP,,Air Slash,,,,75,95%,15PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#085 Dodrio,,,,,Lv.42,,,#018 Pidgeot,,,,,Lv.42,,,#227 Skarmory,,,,,Lv.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,FLYING,,,,,NORMAL,,,FLYING,,,,,STEEL,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIRD KEEPER BRIANNA [74],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,60,110,70,60,60,110᠎,470᠎,,83,60᠋,70᠋,115᠎,70,101᠎,499᠎,,65,80,140,40,70,70,465,,,,,,,,,,,,,,,,,,,,,,,,
,,Bird Keeper looking down before the stairs leading to Celestic Town,,No Item,,,Tangled Feet (!),,,,,No Item,,,No Guard (!),,,,,No Item,,,Keen Eye,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Jolly (+Spe, -SpA)",,,,,,24 IV,,"Timid (+Spe, -Atk)",,,,,,12 IV,,"Impish (+Def, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Tri Attack,,,,80,100%,10PP,,Air Slash,,,,75,95%,15PP᠋,,Slash,,,,70,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Acupressure,,,,--,--,30PP,,Agility,,,,--,--,30PP,,Night Slash,,,,70,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mirror Move,,,,--,--,20PP,,Roost,,,,--,--,10PP,,Iron Head,,,,80,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Swords Dance,,,,--,--,20PP᠎,,Whirlwind,,,,--,100%,20PP,,Air Slash,,,,75,95%,15PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#465 Tangrowth,,,,,Lv.43,,,#078 Rapidash,,,,,Lv.43,,,#160 Feraligatr,,,,,Lv.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,GRASS,,,,,,,,FIRE,,,,,,,,WATER,,,DARK឵ ឵,,,,,,,,,,,,,,,,,,,,,,,,,
,,VETERAN BRIAN [68],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,100,100,125,110,50,50,535,,65,100,70,80,80,105,500,,85,110᠎,100,79,83,78,535᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,Only veteran on the route,,No Item,,,Chlorophyll,,,,,No Item,,,Flame Body (!),,,,,No Item,,,Intimidate (!),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Gentle (+SpD, -Def)",,,,,,30 IV,,"Careful (+SpD, -SpA)",,,,,,30 IV,,"Jolly (+Spe, -SpA)",,,,,,30 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Giga Drain,,,,75᠎,100%,10PP,,Flare Blitz,,,,120,100%,15PP,,Aqua Tail,,,,90,90%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wake-Up Slap,,,,70᠎,100%,10PP,,Double-Edge,,,,120,100%,15PP,,Crunch,,,,80,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ancient Power,,,,60,100%,5PP,,Megahorn,,,,120,85%,10PP,,Ice Fang,,,,65,95%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,(LOOKS DOWN AND LEFT),,,,,,,,,Jump Kick,,,,100᠎,95%,10PP᠋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#065 Alakazam,,,,,Lv.44,,,#473 Mamoswine,,,,,Lv.44,,,#036 Clefable,,,,,Lv.44,,,#428 Lopunny,,,,,Lv.44,,,#134 Vaporeon,,,,,Lv.44,,,#389 Torterra,,,,,Lv.45
,,,,,PSYCHIC,,,,,,,,ICE,,,GROUND,,,,,FAIRY឵ ឵,,,,,,,,NORMAL,,,FIGHTING឵ ឵,,,,,WATER,,,,,,,,GRASS,,,GROUND,
,,PKMN TRAINER DAWN [963],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(IF YOU CHOSE CHIMCHAR),55,50,45,135,95᠎,120,500᠎,,110,130,80,70,60,80,530,,95,70,73,95᠎,90,60,483᠎,,65,106᠎,84,44᠋,96,105,500᠎,,130,65,60,110,95,65,525,,95,114᠎,110᠎,75,85,56,535᠎
,,(IF YOU PLAY AS A BOY),,Life Orb,,,Magic Guard (!),,,,,Passho Berry,,,Thick Fat឵ (!),,,,,Leftovers,,,Cute Charm,,,,,Choice Band,,,Scrappy (!),,,,,Wise Glasses,,,Water Absorb,,,,,Sitrus Berry,,,Overgrow,,
,,She heals you before fighting you,"Sassy (+SpD, -Spe)",,,,,,31 IV,,"Mild (+SpA, -Def)",,,,,,31 IV,,Quirky (Neutral),,,,,,31 IV,,"Naughty (+Atk, -SpD)",,,,,,31 IV,,"Careful (+SpD, -SpA)",,,,,,31 IV,,"Adamant (+Atk, -SpA)",,,,,,31 IV
,,,Psychic,,,,90,100%,10PP,,Earthquake,,,,100,100%,10PP,,Moonblast (!),,,,95,100%,15PP,,Strength,,,,100᠎,100%,15PP,,Hydro Pump,,,,110᠋,80%,5PP,,Wood Hammer,,,,120,100%,15PP
,,Fights you right before entering Celestic Town,Shadow Ball,,,,80,100%,15PP,,Avalanche,,,,60,100%,10PP,,Moonlight,,,,--,--,5PP,,Jump Kick,,,,100᠎,95%,10PP᠋,,Ice Beam,,,,90᠋,100%,10PP,,Earthquake,,,,100,100%,10PP
,,,Energy Ball,,,,90᠎,100%,10PP,,Stone Edge,,,,100,80%,5PP,,Psychic,,,,90,100%,10PP,,Fire Punch,,,,75,100%,15PP,,Extrasensory,,,,80,100%,20PP᠋,,Iron Head,,,,80,100%,15PP
,,can use : 2 HYPER POTIONS,Dazzling Gleam (!),,,,80,100%,10PP,,Ice Shard,,,,40,100%,30PP,,Thunder Wave,,,,--,90%᠎,20PP,,Ice Punch,,,,75,100%,15PP,,Aqua Ring,,,,--,--,20PP,,Rock Slide,,,,75,90%,10PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#065 Alakazam,,,,,Lv.44,,,#473 Mamoswine,,,,,Lv.44,,,#036 Clefable,,,,,Lv.44,,,#428 Lopunny,,,,,Lv.44,,,#135 Jolteon,,,,,Lv.44,,,#392 Infernape,,,,,Lv.45
,,,,,PSYCHIC,,,,,,,,ICE,,,GROUND,,,,,FAIRY឵ ឵,,,,,,,,NORMAL,,,FIGHTING឵ ឵,,,,,ELECTRIC,,,,,,,,FIRE,,,FIGHTING,
,,PKMN TRAINER DAWN [964],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(IF YOU CHOSE PIPLUP),55,50,45,135,95᠎,120,500᠎,,110,130,80,70,60,80,530,,95,70,73,95᠎,90,60,483᠎,,65,106᠎,84,44᠋,96,105,500᠎,,65,65,60,110,95,130,525,,76,104,71,104,71,109᠎,535᠎
,,(IF YOU PLAY AS A BOY),,Life Orb,,,Magic Guard (!),,,,,Passho Berry,,,Thick Fat឵ (!),,,,,Leftovers,,,Cute Charm,,,,,Choice Band,,,Scrappy (!),,,,,Wise Glasses,,,Volt Absorb,,,,,Sitrus Berry,,,Iron Fist (!),,
,,She heals you before fighting you,"Modest (+SpA, -Atk)",,,,,,31 IV,,"Lax (+Def, -SpD)",,,,,,31 IV,,"Brave (+Atk, -Spe)",,,,,,31 IV,,"Relaxed (+Def, -Spe)",,,,,,31 IV,,"Jolly (+Spe, -SpA)",,,,,,31 IV,,"Bold (+Def, -Atk)",,,,,,31 IV
,,,Psychic,,,,90,100%,10PP,,Earthquake,,,,100,100%,10PP,,Moonblast (!),,,,95,100%,15PP,,Strength,,,,100᠎,100%,15PP,,Thunder,,,,110᠋,70%,10PP,,Fire Blast,,,,110᠋,85%,5PP
,,Fights you right before entering Celestic Town,Shadow Ball,,,,80,100%,15PP,,Avalanche,,,,60,100%,10PP,,Moonlight,,,,--,--,5PP,,Jump Kick,,,,100᠎,95%,10PP᠋,,Shadow Ball,,,,80,100%,15PP,,Close Combat,,,,120,100%,5PP
,,,Energy Ball,,,,90᠎,100%,10PP,,Stone Edge,,,,100,80%,5PP,,Psychic,,,,90,100%,10PP,,Fire Punch,,,,75,100%,15PP,,Extrasensory,,,,80,100%,20PP᠋,,Thunder Punch,,,,75,100%,15PP
,,can use : 2 HYPER POTIONS,Dazzling Gleam (!),,,,80,100%,10PP,,Ice Shard,,,,40,100%,30PP,,Thunder Wave,,,,--,90%᠎,20PP,,Ice Punch,,,,75,100%,15PP,,Thunder Wave,,,,--,90%᠎,20PP,,Rock Slide,,,,75,90%,10PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#065 Alakazam,,,,,Lv.44,,,#473 Mamoswine,,,,,Lv.44,,,#036 Clefable,,,,,Lv.44,,,#428 Lopunny,,,,,Lv.44,,,#136 Flareon,,,,,Lv.44,,,#395 Empoleon,,,,,Lv.45
,,,,,PSYCHIC,,,,,,,,ICE,,,GROUND,,,,,FAIRY឵ ឵,,,,,,,,NORMAL,,,FIGHTING឵ ឵,,,,,FIRE,,,,,,,,WATER,,,STEEL,
,,PKMN TRAINER DAWN [965],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(IF YOU CHOSE TURTWIG),55,50,45,135,95᠎,120,500᠎,,110,130,80,70,60,80,530,,95,70,73,95᠎,90,60,483᠎,,65,106᠎,84,44᠋,96,105,500᠎,,110᠎,130,60,65᠋,65᠋,95᠎,525,,84,86,88,116᠎,101,60,535᠎
,,(IF YOU PLAY AS A BOY),,Life Orb,,,Magic Guard (!),,,,,Passho Berry,,,Thick Fat឵ (!),,,,,Leftovers,,,Cute Charm,,,,,Choice Band,,,Scrappy (!),,,,,Muscle Band,,,Flash Fire,,,,,Sitrus Berry,,,Torrent,,
,,She heals you before fighting you,Bashful (Neutral),,,,,,31 IV,,Serious (Neutral),,,,,,31 IV,,"Naive (+Spe, -SpD)",,,,,,31 IV,,"Timid (+Spe, -Atk)",,,,,,31 IV,,Hardy (Neutral),,,,,,31 IV,,"Relaxed (+Def, -Spe)",,,,,,31 IV
,,,Psychic,,,,90,100%,10PP,,Earthquake,,,,100,100%,10PP,,Moonblast (!),,,,95,100%,15PP,,Strength,,,,100᠎,100%,15PP,,Flare Blitz,,,,120,100%,15PP,,Surf,,,,90᠋,100%,15PP
,,Fights you right before entering Celestic Town,Shadow Ball,,,,80,100%,15PP,,Avalanche,,,,60,100%,10PP,,Moonlight,,,,--,--,5PP,,Jump Kick,,,,100᠎,95%,10PP᠋,,Play Rough (!),,,,90,90%,10PP,,Flash Cannon,,,,80,100%,10PP
,,,Energy Ball,,,,90᠎,100%,10PP,,Stone Edge,,,,100,80%,5PP,,Psychic,,,,90,100%,10PP,,Fire Punch,,,,75,100%,15PP,,Close Combat,,,,120,100%,5PP,,Grass Knot,,,,--,100%,20PP
,,can use : 2 HYPER POTIONS,Dazzling Gleam (!),,,,80,100%,10PP,,Ice Shard,,,,40,100%,30PP,,Thunder Wave,,,,--,90%᠎,20PP,,Ice Punch,,,,75,100%,15PP,,Will-O-Wisp,,,,--,85%᠎,15PP,,Feather Dance,,,,--,100%,15PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#065 Alakazam,,,,,Lv.44,,,#473 Mamoswine,,,,,Lv.44,,,#210 Granbull,,,,,Lv.44,,,#463 Lickilicky,,,,,Lv.44,,,#134 Vaporeon,,,,,Lv.44,,,#389 Torterra,,,,,Lv.45
,,,,,PSYCHIC,,,,,,,,ICE,,,GROUND,,,,,FAIRY឵ ឵,,,,,,,,NORMAL,,,,,,,,WATER,,,,,,,,GRASS,,,GROUND,
,,PKMN TRAINER LUCAS [966],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(IF YOU CHOSE CHIMCHAR),55,50,45,135,95᠎,120,500᠎,,110,130,80,70,60,80,530,,90,120,75,60,60,45,450,,110,85,95,80,95,50,515,,130,65,60,110,95,65,525,,95,114᠎,110᠎,75,85,56,535᠎
,,(IF YOU PLAY AS A GIRL),,Life Orb,,,Magic Guard (!),,,,,Passho Berry,,,Thick Fat឵ (!),,,,,Choice Band,,,Intimidate,,,,,Leftovers,,,Own Tempo,,,,,Wise Glasses,,,Water Absorb,,,,,Sitrus Berry,,,Overgrow,,
,,He heals you before fighting you,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV
,,,Psychic,,,,90,100%,10PP,,Earthquake,,,,100,100%,10PP,,Play Rough (!),,,,90,90%,10PP,,Body Slam,,,,85,100%,15PP,,Hydro Pump,,,,110᠋,80%,5PP,,Wood Hammer,,,,120,100%,15PP
,,Fights you right before entering Celestic Town,Shadow Ball,,,,80,100%,15PP,,Avalanche,,,,60,100%,10PP,,Close Combat,,,,120,100%,5PP,,Zen Headbutt,,,,80,90%,15PP,,Ice Beam,,,,90᠋,100%,10PP,,Earthquake,,,,100,100%,10PP
,,,Energy Ball,,,,90᠎,100%,10PP,,Stone Edge,,,,100,80%,5PP,,Crunch,,,,80,100%,15PP,,Earthquake,,,,100,100%,10PP,,Extrasensory,,,,80,100%,20PP᠋,,Iron Head,,,,80,100%,15PP
,,can use : 2 HYPER POTIONS,Dazzling Gleam (!),,,,80,100%,10PP,,Ice Shard,,,,40,100%,30PP,,Earthquake,,,,100,100%,10PP,,Amnesia,,,,--,--,20PP,,Aqua Ring,,,,--,--,20PP,,Rock Slide,,,,75,90%,10PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#065 Alakazam,,,,,Lv.44,,,#473 Mamoswine,,,,,Lv.44,,,#210 Granbull,,,,,Lv.44,,,#463 Lickilicky,,,,,Lv.44,,,#135 Jolteon,,,,,Lv.44,,,#392 Infernape,,,,,Lv.45
,,,,,PSYCHIC,,,,,,,,ICE,,,GROUND,,,,,FAIRY឵ ឵,,,,,,,,NORMAL,,,,,,,,ELECTRIC,,,,,,,,FIRE,,,FIGHTING,
,,PKMN TRAINER LUCAS [967],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(IF YOU CHOSE PIPLUP),55,50,45,135,95᠎,120,500᠎,,110,130,80,70,60,80,530,,90,120,75,60,60,45,450,,110,85,95,80,95,50,515,,65,65,60,110,95,130,525,,76,104,71,104,71,109᠎,535᠎
,,(IF YOU PLAY AS A GIRL),,Life Orb,,,Magic Guard (!),,,,,Passho Berry,,,Thick Fat឵ (!),,,,,Choice Band,,,Intimidate,,,,,Leftovers,,,Own Tempo,,,,,Wise Glasses,,,Volt Absorb,,,,,Sitrus Berry,,,Iron Fist (!),,
,,He heals you before fighting you,"Hasty (+Spe, -Def)",,,,,,,,"Hasty (+Spe, -Def)",,,,,,,,"Hasty (+Spe, -Def)",,,,,,,,"Hasty (+Spe, -Def)",,,,,,,,"Hasty (+Spe, -Def)",,,,,,,,"Hasty (+Spe, -Def)",,,,,,
,,,Psychic,,,,90,100%,10PP,,Earthquake,,,,100,100%,10PP,,Play Rough (!),,,,90,90%,10PP,,Body Slam,,,,85,100%,15PP,,Thunder,,,,110᠋,70%,10PP,,Fire Blast,,,,110᠋,85%,5PP
,,Fights you right before entering Celestic Town,Shadow Ball,,,,80,100%,15PP,,Avalanche,,,,60,100%,10PP,,Close Combat,,,,120,100%,5PP,,Zen Headbutt,,,,80,90%,15PP,,Shadow Ball,,,,80,100%,15PP,,Close Combat,,,,120,100%,5PP
,,,Energy Ball,,,,90᠎,100%,10PP,,Stone Edge,,,,100,80%,5PP,,Crunch,,,,80,100%,15PP,,Earthquake,,,,100,100%,10PP,,Extrasensory,,,,80,100%,20PP᠋,,Thunder Punch,,,,75,100%,15PP
,,can use : 2 HYPER POTIONS,Dazzling Gleam (!),,,,80,100%,10PP,,Ice Shard,,,,40,100%,30PP,,Earthquake,,,,100,100%,10PP,,Amnesia,,,,--,--,20PP,,Thunder Wave,,,,--,90%᠎,20PP,,Rock Slide,,,,75,90%,10PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#065 Alakazam,,,,,Lv.44,,,#473 Mamoswine,,,,,Lv.44,,,#210 Granbull,,,,,Lv.44,,,#463 Lickilicky,,,,,Lv.44,,,#136 Flareon,,,,,Lv.44,,,#395 Empoleon,,,,,Lv.45
,,,,,PSYCHIC,,,,,,,,ICE,,,GROUND,,,,,FAIRY឵ ឵,,,,,,,,NORMAL,,,,,,,,FIRE,,,,,,,,WATER,,,STEEL,
,,PKMN TRAINER LUCAS [968],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(IF YOU CHOSE TURTWIG),55,50,45,135,95᠎,120,500᠎,,110,130,80,70,60,80,530,,90,120,75,60,60,45,450,,110,85,95,80,95,50,515,,110᠎,130,60,65᠋,65᠋,95᠎,525,,84,86,88,116᠎,101,60,535᠎
,,(IF YOU PLAY AS A GIRL),,Life Orb,,,Magic Guard (!),,,,,Passho Berry,,,Thick Fat឵ (!),,,,,Choice Band,,,Intimidate,,,,,Leftovers,,,Own Tempo,,,,,Muscle Band,,,Flash Fire,,,,,Sitrus Berry,,,Torrent,,
,,He heals you before fighting you,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV,,"Hasty (+Spe, -Def)",,,,,,31 IV
,,,Psychic,,,,90,100%,10PP,,Earthquake,,,,100,100%,10PP,,Play Rough (!),,,,90,90%,10PP,,Body Slam,,,,85,100%,15PP,,Flare Blitz,,,,120,100%,15PP,,Surf,,,,90᠋,100%,15PP
,,Fights you right before entering Celestic Town,Shadow Ball,,,,80,100%,15PP,,Avalanche,,,,60,100%,10PP,,Close Combat,,,,120,100%,5PP,,Zen Headbutt,,,,80,90%,15PP,,Play Rough (!),,,,90,90%,10PP,,Flash Cannon,,,,80,100%,10PP
,,,Energy Ball,,,,90᠎,100%,10PP,,Stone Edge,,,,100,80%,5PP,,Crunch,,,,80,100%,15PP,,Earthquake,,,,100,100%,10PP,,Close Combat,,,,120,100%,5PP,,Grass Knot,,,,--,100%,20PP
,,can use : 2 HYPER POTIONS,Dazzling Gleam (!),,,,80,100%,10PP,,Ice Shard,,,,40,100%,30PP,,Earthquake,,,,100,100%,10PP,,Amnesia,,,,--,--,20PP,,Will-O-Wisp,,,,--,85%᠎,15PP,,Feather Dance,,,,--,100%,15PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELESTIC TOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELESTIC TOWN POKEMON CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#424 Ambipom,,,,,Lv.40,,,#065 Alakazam,,,,,Lv.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,,,,,,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLOWN LEE [887],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,75,100,66,60,66,115,482,,55,50,45,135,95᠎,120,500᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Only fights you when talked to,,No Item,,,Technician,,,,,No Item,,,Magic Guard (!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mild (+SpA, -Def)",,,,,,12 IV,,"Relaxed (+Def, -Spe)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agility,,,,--,--,30PP,,Psycho Cut,,,,70,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Double Hit,,,,35,90%,10PP,,Recover,,,,--,--,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fake Out,,,,40,100%,10PP,,Psychic,,,,90,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fling,,,,--,100%,10PP,,Calm Mind,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELESTIC TOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#229 Houndoom,,,,,Lv.43,,,#042 Golbat,,,,,Lv.43,,,#015 Beedrill,,,,,Lv.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,DARK,,,FIRE,,,,,POISON,,,FLYING,,,,,BUG,,,POISON,,,,,,,,,,,,,,,,,,,,,,,,,
,,GALACTIC GRUNT [416],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,,75,90,50,110,80,95,500,,75,80,70,65,75,90,455,,65,115᠎,40,40᠋,95᠎,95᠎,450᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,Grunt outside of the Celestic Town Ruins,,No Item,,,Intimidate (!),,,,,No Item,,,Inner Focus,,,,,No Item,,,Adaptability (!),,,,,,,,,,,,,,,,,,,,,,,,,,
,,Asks you if you want to fight him,"Impish (+Def, -SpA)",,,,,,24 IV,,"Lax (+Def, -SpD)",,,,,,24 IV,,"Quiet (+SpA, -Spe)",,,,,,24 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Crunch,,,,80,100%,15PP,,Hypnosis,,,,--,60%᠋,20PP,,Drill Run (!),,,,80,95%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Flamethrower,,,,90᠋,100%,15PP,,Air Slash,,,,75,95%,15PP᠋,,Agility,,,,--,--,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,Once beaten you get to come inside,Dark Pulse,,,,80,100%,15PP,,Haze,,,,--,--,30PP,,Endeavor,,,,--,100%,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Embargo,,,,--,100%,15PP,,Zen Headbutt,,,,80,90%,15PP,,Outrage,,,,120,100%,10PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELESTIC TOWN RUINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
