,,,,,GRASS,,,POISON,,,,,GRASS,,,,,,,,GRASS,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,
,,LADY MELISSA [729],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER FIVE BADGES),60,65,70,85,75,40,395,,70,45᠋,70,107᠎,83᠎,90᠎,465᠎,,75,55,70,85᠎,95᠎,110,490᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Chlorophyll,,,,,No Item,,,Flower Gift,,,,,No Item,,,Chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Serious (Neutral),,,,,,12 IV,,"Bold (+Def, -Atk)",,,,,,12 IV,,"Calm (+SpD, -Atk)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Moonlight,,,,--,--,5PP,,Giga Drain,,,,75᠎,100%,10PP,,Giga Drain,,,,75᠎,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Giga Drain,,,,75᠎,100%,10PP,,Take Down,,,,90,85%,20PP,,Air Slash,,,,75,95%,15PP᠋,,,,,,,,,,,,,,,,,,,,,,,,
,,,Toxic,,,,--,90%᠎,10PP,,Grass Whistle,,,,--,55%,15PP,,U-turn,,,,70,100%,20PP,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Moonblast (!),,,,95,100%,15PP,,Energy Ball,,,,90᠎,100%,10PP,,Worry Seed,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#182 Bellossom,,,,,Lv.59,,,#421 Cherrim,,,,,Lv.59,,,#189 Jumpluff,,,,,Lv.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,GRASS,,,,,,,,GRASS,,,,,,,,GRASS,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,
,,LADY MELISSA [730],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),75,80,95᠎,90,100,50,490᠎,,70,45᠋,70,107᠎,83᠎,90᠎,465᠎,,75,55,70,85᠎,95᠎,110,490᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Chlorophyll,,,,,No Item,,,Flower Gift,,,,,No Item,,,Chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lonely (+Atk, -Def)",,,,,,12 IV,,"Rash (+SpA, -SpD)",,,,,,12 IV,,"Lax (+Def, -SpD)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Earth Power,,,,90,100%,10PP,,Energy Ball,,,,90᠎,100%,10PP,,Worry Seed,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Teeter Dance,,,,--,100%,20PP,,Lucky Chant,,,,--,--,30PP,,Energy Ball,,,,90᠎,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Petal Dance,,,,120᠎,100%,10PP᠋,,Healing Wish,,,,--,--,10PP,,Aromatherapy,,,,--,--,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Solar Beam,,,,120,100%,10PP,,Solar Beam,,,,120,100%,10PP,,Memento,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#182 Bellossom,,,,,Lv.70,,,#421 Cherrim,,,,,Lv.70,,,#189 Jumpluff,,,,,Lv.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,GRASS,,,,,,,,GRASS,,,,,,,,GRASS,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,
,,LADY MELISSA [731],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER CYNTHIA),75,80,95᠎,90,100,50,490᠎,,70,45᠋,70,107᠎,83᠎,90᠎,465᠎,,75,55,70,85᠎,95᠎,110,490᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Chlorophyll,,,,,No Item,,,Flower Gift,,,,,No Item,,,Chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Calm (+SpD, -Atk)",,,,,,12 IV,,"Jolly (+Spe, -SpA)",,,,,,12 IV,,"Adamant (+Atk, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Earth Power,,,,90,100%,10PP,,Energy Ball,,,,90᠎,100%,10PP,,Worry Seed,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Teeter Dance,,,,--,100%,20PP,,Lucky Chant,,,,--,--,30PP,,Energy Ball,,,,90᠎,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Petal Dance,,,,120᠎,100%,10PP᠋,,Healing Wish,,,,--,--,10PP,,Aromatherapy,,,,--,--,5PP,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Solar Beam,,,,120,100%,10PP,,Solar Beam,,,,120,100%,10PP,,Memento,,,,--,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROUTE 212 ~ NORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#301 Delcatty,,,,,Lv.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOCIALITE REINA [701],HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),70,95᠎,65,85᠎,55,95᠎,465᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Cute Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Brave (+Atk, -Spe)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fake Out,,,,40,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sing,,,,--,55%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Attract,,,,--,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Double Slap,,,,15,85%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#301 Delcatty,,,,,Lv.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOCIALITE REINA [702],HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),70,95᠎,65,85᠎,55,95᠎,465᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Cute Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hardy (Neutral),,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fake Out,,,,40,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sing,,,,--,55%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Attract,,,,--,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Double Slap,,,,15,85%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#441 Chatot,,,,,Lv.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GENTLEMAN JEREMY [691],HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER FIVE BADGES),75᠋,45᠋,55᠎,110᠎,55᠎,110᠎,450᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Soundproof (!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Timid (+Spe, -Atk)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chatter,,,,90᠎,100%,15PP᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Roost,,,,--,--,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agility,,,,--,--,30PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Hyper Voice,,,,90,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#441 Chatot,,,,,Lv.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GENTLEMAN JEREMY [692],HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),75᠋,45᠋,55᠎,110᠎,55᠎,110᠎,450᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Soundproof (!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lonely (+Atk, -Def)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hyper Voice,,,,90,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Feather Dance,,,,--,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nasty Plot,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Hurricane (!),,,,110,70%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#441 Chatot,,,,,Lv.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NORMAL,,,FLYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GENTLEMAN JEREMY [693],HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER CYNTHIA),75᠋,45᠋,55᠎,110᠎,55᠎,110᠎,450᠎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Soundproof (!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Jolly (+Spe, -SpA)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hyper Voice,,,,90,100%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Feather Dance,,,,--,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nasty Plot,,,,--,--,20PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Can use : 1 FULL RESTORE,Hurricane (!),,,,110,70%,10PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROUTE 209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#025 Pikachu,,,,,Lv.37,,,#025 Pikachu,,,,,Lv.37,,,#026 Raichu,,,,,Lv.38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,,,,,,ELECTRIC,,,,,,,,ELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POKé KID DANIELLE [721],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER FIVE BADGES),35,55,40᠎,50,50᠎,90,320᠎,,35,55,40᠎,50,50᠎,90,320᠎,,60,95᠎,55,95᠎,80,110᠎,495᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Static,,,,,No Item,,,Static,,,,,No Item,,,Static,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Relaxed (+Def, -Spe)",,,,,,12 IV,,"Relaxed (+Def, -Spe)",,,,,,12 IV,,"Lonely (+Atk, -Def)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agility,,,,--,--,30PP,,Agility,,,,--,--,30PP,,Thunder Shock,,,,40,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Discharge,,,,80,100%,15PP,,Discharge,,,,80,100%,15PP,,Tail Whip,,,,--,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wild Charge (!),,,,100᠎,100%,15PP,,Wild Charge (!),,,,100᠎,100%,15PP,,Quick Attack,,,,40,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Light Screen,,,,--,--,30PP,,Light Screen,,,,--,--,30PP,,Thunderbolt,,,,90᠋,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#025 Pikachu,,,,,Lv.57,,,#026 Raichu,,,,,Lv.58,,,#026 Raichu,,,,,Lv.58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,,,,,,ELECTRIC,,,,,,,,ELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POKé KID DANIELLE [722],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER EIGHT BADGES),35,55,40᠎,50,50᠎,90,320᠎,,60,95᠎,55,95᠎,80,110᠎,495᠎,,60,95᠎,55,95᠎,80,110᠎,495᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Static,,,,,No Item,,,Static,,,,,No Item,,,Static,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Hasty (+Spe, -Def)",,,,,,12 IV,,Quirky (Neutral),,,,,,12 IV,,Quirky (Neutral),,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Discharge,,,,80,100%,15PP,,Thunder Shock,,,,40,100%,30PP,,Thunder Shock,,,,40,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wild Charge (!),,,,100᠎,100%,15PP,,Tail Whip,,,,--,100%,30PP,,Tail Whip,,,,--,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Light Screen,,,,--,--,30PP,,Quick Attack,,,,40,100%,30PP,,Quick Attack,,,,40,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Thunder,,,,110᠋,70%,10PP,,Thunderbolt,,,,90᠋,100%,15PP,,Thunderbolt,,,,90᠋,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#026 Raichu,,,,,Lv.69,,,#026 Raichu,,,,,Lv.69,,,#026 Raichu,,,,,Lv.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELECTRIC,,,,,,,,ELECTRIC,,,,,,,,ELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POKé KID DANIELLE [723],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,,,,,,,,,,,,,,,,,,,,,,,
,,(AFTER CYNTHIA),60,95᠎,55,95᠎,80,110᠎,495᠎,,60,95᠎,55,95᠎,80,110᠎,495᠎,,60,95᠎,55,95᠎,80,110᠎,495᠎,,,,,,,,,,,,,,,,,,,,,,,,
,,,,No Item,,,Static,,,,,No Item,,,Static,,,,,No Item,,,Static,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Quiet (+SpA, -Spe)",,,,,,12 IV,,"Quiet (+SpA, -Spe)",,,,,,12 IV,,"Quiet (+SpA, -Spe)",,,,,,12 IV,,,,,,,,,,,,,,,,,,,,,,,,
,,,Thunder Shock,,,,40,100%,30PP,,Thunder Shock,,,,40,100%,30PP,,Thunder Shock,,,,40,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Tail Whip,,,,--,100%,30PP,,Tail Whip,,,,--,100%,30PP,,Tail Whip,,,,--,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Quick Attack,,,,40,100%,30PP,,Quick Attack,,,,40,100%,30PP,,Quick Attack,,,,40,100%,30PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,Thunderbolt,,,,90᠋,100%,15PP,,Thunderbolt,,,,90᠋,100%,15PP,,Thunderbolt,,,,90᠋,100%,15PP,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#237 Hitmontop,,,,,Lv.37,,,#358 Chimecho,,,,,Lv.37,,,#185 Sudowoodo,,,,,Lv.37,,,#126 Magmar,,,,,Lv.37,,,#125 Electabuzz,,,,,Lv.37,,,#122 Mr. Mime,,,,,Lv.37
,,,,,FIGHTING,,,,,,,,PSYCHIC,,,,,,,,ROCK,,,,,,,,FIRE,,,,,,,,ELECTRIC,,,,,,,,PSYCHIC,,,FAIRY឵ ឵,
,,PKMN BREEDER ALBERT [639],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(AFTER FIVE BADGES),50,95,95,35,110,70,455,,75᠎,40᠋,80᠎,110᠎,100᠎,65,470᠎,,90᠎,115᠎,125᠎,30,75᠎,30,465᠎,,65,95,57,100,85,93,495,,65,83,57,95,85,105,490,,40,35᠋,65,110᠎,120,95᠎,465᠎
,,,,No Item,,,Technician ឵,,,,,No Item,,,Levitate,,,,,No Item,,,Rock Head឵ ឵,,,,,No Item,,,Flame Body,,,,,No Item,,,Static,,,,,No Item,,,Filter឵ ឵,,
,,,"Gentle (+SpD, -Def)",,,,,,12 IV,,"Lax (+Def, -SpD) ",,,,,,12 IV,,Serious (Neutral),,,,,,12 IV,,"Modest (+SpA, -Atk)",,,,,,12 IV,,"Lax (+Def, -SpD)",,,,,,12 IV,,"Gentle (+SpD, -Def)",,,,,,12 IV
,,,Feint,,,,30᠋,100%,10PP,,Heal Bell,,,,--,--,5PP,,Rock Slide,,,,75,90%,10PP,,Brick Break,,,,75,100%,15PP,,Brick Break,,,,75,100%,15PP,,Dazzling Gleam (!),,,,80,100%,10PP
,,,Detect,,,,--,--,5PP,,Safeguard,,,,--,--,25PP,,Block,,,,--,--,5PP,,Lava Plume,,,,80,100%,15PP,,Discharge,,,,80,100%,15PP,,Substitute,,,,--,--,10PP
,,,Close Combat,,,,120,100%,5PP,,Psychic,,,,90,100%,10PP,,Counter,,,,--,100%,20PP,,Sunny Day,,,,--,--,5PP,,Screech,,,,--,85%,40PP,,Psychic,,,,90,100%,10PP
,,,Counter,,,,--,100%,20PP,,Hypnosis,,,,--,60%᠋,20PP,,Sucker Punch,,,,70᠋,100%,5PP,,Cross Chop,,,,100,80%,5PP,,Cross Chop,,,,100,80%,5PP,,Trick,,,,--,100%,10PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#237 Hitmontop,,,,,Lv.57,,,#358 Chimecho,,,,,Lv.57,,,#185 Sudowoodo,,,,,Lv.57,,,#126 Magmar,,,,,Lv.57,,,#125 Electabuzz,,,,,Lv.57,,,#122 Mr. Mime,,,,,Lv.57
,,,,,FIGHTING,,,,,,,,PSYCHIC,,,,,,,,ROCK,,,,,,,,FIRE,,,,,,,,ELECTRIC,,,,,,,,PSYCHIC,,,FAIRY឵ ឵,
,,PKMN BREEDER ALBERT [640],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(AFTER EIGHT BADGES),50,95,95,35,110,70,455,,75᠎,40᠋,80᠎,110᠎,100᠎,65,470᠎,,90᠎,115᠎,125᠎,30,75᠎,30,465᠎,,65,95,57,100,85,93,495,,65,83,57,95,85,105,490,,40,35᠋,65,110᠎,120,95᠎,465᠎
,,,,No Item,,,Technician ឵,,,,,No Item,,,Levitate,,,,,No Item,,,Rock Head឵ ឵,,,,,No Item,,,Flame Body,,,,,No Item,,,Static,,,,,No Item,,,Filter឵ ឵,,
,,,"Calm (+SpD, -Atk)",,,,,,12 IV,,"Brave (+Atk, -Spe)",,,,,,12 IV,,"Gentle (+SpD, -Def)",,,,,,12 IV,,Quirky (Neutral),,,,,,12 IV,,"Impish (+Def, -SpA)",,,,,,12 IV,,"Naive (+Spe, -SpD)",,,,,,12 IV
,,,Drill Run (!),,,,80,95%,10PP,,Double-Edge,,,,120,100%,15PP,,Double-Edge,,,,120,100%,15PP,,Flamethrower,,,,90᠋,100%,15PP,,Thunderbolt,,,,90᠋,100%,15PP,,Nasty Plot,,,,--,--,20PP
,,,Bullet Punch,,,,40,100%,30PP,,Recover,,,,--,--,10PP,,Stone Edge,,,,100,80%,5PP,,Flare Blitz,,,,120,100%,15PP,,Wild Charge (!),,,,100᠎,100%,15PP,,Role Play,,,,--,--,10PP
,,,Endeavor,,,,--,100%,5PP,,Hyper Voice,,,,90,100%,10PP,,Hammer Arm,,,,100,90%,10PP,,Aura Sphere,,,,80᠋,--,20PP,,Close Combat,,,,120,100%,5PP,,Baton Pass,,,,--,--,40PP
,,,High Jump Kick,,,,130᠎,90%,10PP᠋,,Healing Wish,,,,--,--,10PP,,Head Smash,,,,150,80%,5PP,,Fire Blast,,,,110᠋,85%,5PP,,Thunder,,,,110᠋,70%,10PP,,Safeguard,,,,--,--,25PP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,#237 Hitmontop,,,,,Lv.68,,,#358 Chimecho,,,,,Lv.68,,,#185 Sudowoodo,,,,,Lv.68,,,#126 Magmar,,,,,Lv.68,,,#125 Electabuzz,,,,,Lv.68,,,#122 Mr. Mime,,,,,Lv.68
,,,,,FIGHTING,,,,,,,,PSYCHIC,,,,,,,,ROCK,,,,,,,,FIRE,,,,,,,,ELECTRIC,,,,,,,,PSYCHIC,,,FAIRY឵ ឵,
,,PKMN BREEDER ALBERT [641],HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total,,HP,Atk,Def,SpA,SpD,Spe,Total
,,(AFTER CYNTHIA),50,95,95,35,110,70,455,,75᠎,40᠋,80᠎,110᠎,100᠎,65,470᠎,,90᠎,115᠎,125᠎,30,75᠎,30,465᠎,,65,95,57,100,85,93,495,,65,83,57,95,85,105,490,,40,35᠋,65,110᠎,120,95᠎,465᠎
,,,,No Item,,,Technician ឵,,,,,No Item,,,Levitate,,,,,No Item,,,Rock Head឵ ឵,,,,,No Item,,,Flame Body,,,,,No Item,,,Static,,,,,No Item,,,Filter឵ ឵,,
,,,"Lax (+Def, -SpD)",,,,,,12 IV,,"Mild (+SpA, -Def)",,,,,,12 IV,,"Rash (+SpA, -SpD)",,,,,,12 IV,,"Sassy (+SpD, -Spe)",,,,,,12 IV,,Docile (Neutral),,,,,,12 IV,,"Adamant (+Atk, -SpA)",,,,,,12 IV
